Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
ERR5207014	336	243	62	27	1	0	1119086	1066088	623996	377998	26565	0	302	26565	1108006	1139457	52.71	52.70	6328	6057	2930	2816	50	53	117	125	0	0	0	9	0	0	0	3 + 13 part	20670	97.364	1.004	0.00	13.75	10.98	26565	1086304	6128	5818	2836	2698	52	54	121	129
ERR5207015	124	100	63	37	9	2	1127647	1115163	1015711	827739	372264	142373	111	86509	1124232	1139457	52.72	52.70	18049	17368	9260	9060	18	19	39	40	2	2	2026	9	0	0	0	1 + 12 part	19329	99.000	1.003	0.00	8.62	10.62	81393	1104199	16545	16545	8809	8526	19	19	41	42
ERR5207016	162	124	65	23	9	2	1124542	1101495	938878	637143	402429	159778	147	104537	1120845	1139457	52.73	52.70	15048	15048	7074	6625	18	18	48	50	1	1	16793	9	0	0	0	1 + 13 part	19442	98.784	1.002	0.00	8.37	10.55	102728	1101154	15048	14262	6099	6038	18	19	51	53
ERR5207017	25	6	6	6	5	4	1134676	1126143	1126143	1126143	1109463	1073411	13	598747	1131953	1139457	52.75	52.70	598747	598747	172965	172965	1	1	3	3	0	0	0	11	0	0	0	1 + 7 part	19030	99.846	1.002	0.00	23.13	11.34	588009	1111715	588009	588009	169580	169580	1	1	3	3
ERR5207018	24	7	6	6	5	4	1135655	1127298	1126292	1126292	1109534	1073416	15	598791	1133610	1139457	52.75	52.70	598791	598791	172823	172823	1	1	3	3	0	0	0	11	0	0	0	3 + 7 part	20456	99.842	1.002	0.00	5.40	10.80	587885	1111731	587885	587885	169426	169426	1	1	3	3
ERR5207019	24	6	5	5	4	4	1135130	1127094	1126088	1126088	1109319	1109319	13	598775	1132919	1139457	52.75	52.70	598775	598775	175153	175153	1	1	3	3	0	0	0	11	0	0	0	2 + 6 part	19909	99.843	1.002	0.00	5.67	11.07	587897	1111635	587897	587897	175021	175021	1	1	3	3
ERR5207020	31	11	10	10	8	7	1135585	1127059	1126053	1126053	1089701	1051183	18	330575	1132745	1139457	52.75	52.70	159012	159012	108890	108890	3	3	5	5	0	0	0	11	0	0	1	2 + 8 part	19871	99.842	1.002	0.00	27.99	11.52	322747	1111722	156110	156110	105505	105505	3	3	5	5
ERR5207021	753	370	15	3	0	0	1019872	781416	111465	32838	0	0	636	12404	972370	1139457	52.69	52.70	1856	1607	1118	795	153	201	321	453	2	2	11123	4	0	0	0	4 + 12 part	15957	85.450	1.006	0.00	24.93	11.04	10354	954763	1815	1558	1068	748	158	208	331	470
ERR5207022	613	373	26	1	0	0	1069526	919992	165354	11513	0	0	557	11513	1049269	1139457	52.63	52.70	2511	2278	1475	1256	130	149	265	315	1	1	1927	1	0	0	6	4 + 12 part	17824	92.177	1.006	0.00	19.30	11.02	11513	1030031	2370	2227	1399	1194	132	152	272	325
ERR5207023	708	384	18	1	0	0	1050610	846271	114587	13765	0	0	613	13765	1010669	1139457	52.58	52.70	2103	1868	1246	960	149	181	306	393	2	2	17060	1	0	0	1	5 + 11 part	16565	88.840	1.006	0.00	21.45	9.31	13048	992189	2031	1795	1209	896	152	186	315	406
ERR5207024	975	224	0	0	0	0	792830	340222	0	0	0	0	718	4033	684693	1139457	52.34	52.70	997	640	716	-	227	514	432	-	4	3	4927	1	0	0	1	6 + 6 part	9556	60.297	1.006	0.00	31.60	9.54	4033	673293	982	621	702	-	230	524	439	-
ERR5207025	94	65	38	26	10	4	1130294	1119929	1036931	948942	712769	502927	72	180643	1125883	1139457	52.74	52.70	37420	37420	13885	13872	6	6	18	19	0	0	0	7	0	0	0	1 + 11 part	19010	99.251	1.002	0.00	7.42	10.78	178551	1105737	34496	34496	13872	13872	6	6	19	19
ERR5207026	64	39	34	26	15	6	1130595	1120523	1104227	1040899	842007	512696	47	120353	1127256	1139457	52.75	52.70	46569	46569	24624	24624	8	8	16	16	0	0	0	11	0	0	0	1 + 11 part	20492	99.318	1.001	0.00	5.61	10.04	116010	1106154	46569	46569	24624	24624	8	8	16	16
ERR5207027	61	37	29	23	15	7	1130115	1121303	1103486	1059545	925646	619128	44	150408	1127223	1139457	52.74	52.70	57508	57508	34919	34919	7	7	13	13	1	1	1043	11	0	0	0	1 + 10 part	19147	99.355	1.002	0.00	5.97	10.31	144794	1107321	57508	57508	34919	31443	7	7	13	14
ERR5207028	174	136	80	37	5	0	1128657	1106429	951877	639100	144840	0	159	35018	1125019	1139457	52.74	52.70	11857	11236	6871	6779	30	31	62	64	0	0	0	9	0	0	1	1 + 13 part	20342	99.063	1.002	0.00	8.62	10.61	32172	1104039	11236	11235	6619	6538	31	32	64	65
ERR5207029	26	5	5	5	4	4	1134921	1125999	1125999	1125999	1109265	1109265	12	598815	1131969	1139457	52.75	52.70	598815	598815	175047	175047	1	1	3	3	0	0	0	12	0	0	0	1 + 6 part	19043	99.833	1.002	0.00	5.94	10.71	588049	1111658	588049	588049	174932	174932	1	1	3	3
ERR5207030	261	209	70	25	2	0	1124038	1094197	725323	414889	68136	0	238	36830	1117334	1139457	52.72	52.70	7372	7100	4006	3875	43	44	95	100	1	1	1043	9	0	0	0	2 + 13 part	19101	98.349	1.004	0.00	19.65	10.23	33929	1097333	7014	6820	3814	3520	44	46	99	103
ERR5207031	26	9	9	9	7	4	1134377	1126065	1126065	1126065	1089010	970753	16	554876	1132046	1139457	52.75	52.70	208843	208843	143750	143750	2	2	3	3	0	0	0	11	0	0	0	1 + 7 part	19768	99.844	1.001	0.00	6.39	11.34	544190	1111775	204734	204734	143706	143706	2	2	3	3
ERR5207032	72	48	39	26	17	6	1128445	1119969	1092439	988059	826418	441268	53	109786	1124300	1139457	52.73	52.70	41895	41895	24865	24074	9	9	18	19	2	2	81016	8	0	0	0	1 + 9 part	19641	99.183	1.001	0.00	10.60	10.78	109786	1104379	36562	36562	24074	24074	10	10	20	20
ERR5207033	717	386	15	0	0	0	1055929	847928	93845	0	0	0	618	8856	1014423	1139457	52.74	52.70	2115	1806	1220	980	146	178	308	393	2	2	2930	1	0	0	0	6 + 12 part	17105	89.092	1.006	0.00	18.66	10.49	8856	995262	2070	1776	1190	939	146	179	313	401
ERR5207034	94	71	48	37	13	4	1130055	1119118	1054560	980207	613240	285267	82	93339	1127617	1139457	52.74	52.70	29279	29279	13856	13810	12	12	26	27	2	2	48228	7	0	0	0	2 + 13 part	20269	99.270	1.002	0.00	5.88	10.41	93339	1106146	26012	26012	13459	12279	12	12	27	28
ERR5210563	95	66	44	30	15	4	1132018	1117015	1060939	968611	749591	332093	81	135141	1128424	1139457	52.74	52.70	40682	40682	15698	15631	10	10	20	21	2	2	30444	11	0	0	0	4 + 15 part	21892	99.211	1.002	0.00	26.36	11.14	131335	1105645	40682	40682	15631	12964	10	10	21	22
ERR5210564	592	358	36	6	0	0	1078831	924532	268252	72398	0	0	532	14440	1053066	1139457	52.60	52.70	2664	2336	1415	1228	107	125	247	296	2	2	2885	3	0	0	1	2 + 10 part	16573	92.584	1.006	0.00	22.23	9.61	14440	1034648	2528	2260	1371	1201	110	129	255	306
ERR5210565	728	391	10	0	0	0	1038808	824470	62714	0	0	0	627	8155	996323	1139457	52.62	52.70	1969	1744	1202	906	163	202	321	423	2	2	10876	3	0	0	3	5 + 10 part	15800	87.502	1.007	0.00	41.49	10.99	8155	978008	1920	1712	1150	867	166	206	330	436
ERR5210566	958	337	6	0	0	0	967263	581244	32985	0	0	0	762	5718	886687	1139457	52.66	52.70	1288	1024	843	561	216	326	429	702	3	3	4630	2	0	0	0	9 + 8 part	14025	77.923	1.006	0.00	33.79	10.73	5718	869968	1261	998	830	523	219	331	436	719
ERR5210567	594	357	36	0	0	0	1081428	928166	223528	0	0	0	528	9524	1055392	1139457	52.68	52.70	2690	2495	1560	1241	119	136	246	291	0	0	0	2	0	0	1	6 + 10 part	17152	92.775	1.006	0.00	40.20	11.82	9524	1035898	2644	2475	1504	1197	121	138	252	299
ERR5210568	24	7	6	6	5	4	1135190	1127306	1126300	1126300	1109534	1073458	14	598786	1133103	1139457	52.75	52.70	598786	598786	172833	172833	1	1	3	3	0	0	0	11	0	0	0	2 + 7 part	19901	99.843	1.002	0.00	5.13	10.44	587889	1111741	587889	587889	169436	169436	1	1	3	3
ERR5210569	23	5	5	5	4	4	1134512	1125990	1125990	1125990	1109258	1109258	12	598730	1131981	1139457	52.75	52.70	598730	598730	175118	175118	1	1	3	3	0	0	0	11	0	0	0	1 + 6 part	19031	99.844	1.002	0.00	4.86	11.43	587880	1111666	587880	587880	175031	175031	1	1	3	3
ERR5210570	25	10	8	8	7	6	1134650	1127456	1125383	1125383	1109193	1060527	17	489641	1133232	1139457	52.75	52.70	208822	208822	104009	104009	2	2	4	4	1	1	1067	11	0	0	0	2 + 7 part	20115	99.835	1.002	0.00	7.56	11.07	478960	1112148	204747	204747	104002	104002	2	2	4	4
ERR5210571	852	365	5	0	0	0	961558	648394	29052	0	0	0	715	7102	903761	1139457	52.49	52.70	1442	1180	944	609	203	293	396	626	3	3	8571	2	0	0	0	5 + 9 part	12381	79.591	1.006	0.00	27.78	9.82	6539	888861	1426	1157	923	568	204	296	401	642
ERR5210572	23	6	6	6	5	5	1134360	1126108	1126108	1126108	1109375	1109375	13	448824	1132061	1139457	52.75	52.70	208813	208813	149953	149953	2	2	4	4	0	0	0	10	0	0	0	1 + 7 part	19167	99.838	1.002	0.00	5.04	10.89	443683	1111643	204732	204732	144263	144263	2	2	4	4
ERR5210573	933	312	1	0	0	0	906078	522583	5206	0	0	0	743	5206	824880	1139457	52.48	52.70	1248	908	813	-	213	362	419	-	2	2	2441	2	0	0	1	5 + 8 part	12262	72.500	1.007	0.00	31.73	10.29	5206	809241	1209	869	779	-	216	370	429	-
ERR5210574	368	282	59	15	0	0	1113037	1059636	507478	206518	0	0	342	20129	1104351	1139457	52.72	52.70	4747	4658	2626	2429	69	72	146	156	3	3	8679	4	0	0	1	2 + 13 part	17750	97.257	1.004	0.00	17.83	11.37	20129	1085432	4550	4494	2460	2289	70	74	150	161
ERR5210575	44	25	20	18	11	8	1129933	1120511	1102208	1088048	979807	868107	33	163891	1127451	1139457	52.76	52.70	131925	131925	52037	52037	4	4	8	8	0	0	0	11	0	0	0	1 + 10 part	19856	99.369	1.002	0.00	4.34	10.31	160494	1107027	130117	130117	52037	44520	4	4	8	9
ERR5210576	67	35	34	27	16	6	1131402	1119775	1118506	1070812	880797	525092	44	191843	1127356	1139457	52.75	52.70	45672	45672	27676	27171	7	7	15	16	1	1	24181	13	0	0	0	1 + 11 part	20102	99.336	1.002	0.00	5.52	10.04	186229	1106655	41515	41515	26355	26355	8	8	16	16
ERR5210577	57	36	33	26	15	7	1134818	1124643	1121160	1074812	900624	622101	45	143817	1132192	1139457	52.75	52.70	59719	59719	27822	27822	7	7	14	14	0	0	0	9	0	0	0	1 + 11 part	19718	99.819	1.002	0.00	6.66	11.25	143735	1111836	59719	59719	25517	25517	7	7	14	14
ERR5210578	45	23	21	19	12	8	1130189	1120935	1115942	1103703	988044	854259	30	175836	1126888	1139457	52.74	52.70	110206	110206	50081	44504	4	4	8	9	0	0	0	14	0	0	0	1 + 10 part	19000	99.361	1.002	0.00	8.05	10.13	171489	1106388	110124	100910	44504	44504	4	5	9	9
ERR5210579	35	14	13	12	8	7	1134798	1126134	1125091	1118453	1053640	1017628	21	356121	1132082	1139457	52.75	52.70	133474	133474	95582	87108	3	3	5	6	1	1	1043	11	0	0	0	1 + 8 part	19125	99.835	1.002	0.00	6.84	11.34	345438	1112364	133474	133474	87108	87108	3	3	6	6
ERR5210580	297	238	67	25	0	0	1117522	1084056	636304	338556	0	0	274	19784	1110919	1139457	52.75	52.70	6480	6114	3225	3041	53	55	116	123	2	2	12961	5	0	0	1	1 + 13 part	18485	97.819	1.004	0.00	11.12	10.38	19784	1091995	6114	5536	3062	2854	54	57	120	127
ERR5210581	44	12	12	11	9	8	1134034	1121278	1121278	1111574	1073633	1030245	22	209695	1129459	1139457	52.74	52.70	126761	126761	104943	104943	4	4	6	6	1	1	126761	11	0	0	0	4 + 8 part	21271	99.380	1.002	0.00	3.71	11.12	204626	1106755	105378	105378	82148	82148	4	4	7	7
ERR5210582	31	14	13	13	10	8	1129538	1121154	1119996	1119996	1068035	990206	21	249535	1127108	1139457	52.75	52.70	123644	123644	102865	102865	4	4	6	6	1	1	102865	10	0	0	0	2 + 8 part	18408	99.374	1.003	0.00	5.15	10.85	244455	1106744	123644	123644	64139	64139	4	4	7	7
ERR5210583	21	8	7	6	5	4	1131275	1126639	1122338	1117037	1105005	1069105	12	599519	1129569	1139457	52.73	52.70	599519	599519	169473	169473	1	1	3	3	0	0	0	11	0	0	0	1 + 4 part	18639	99.718	1.001	0.00	113.19	15.68	587089	1109866	587089	587089	169473	169473	1	1	3	3
ERR5210584	31	6	6	6	5	4	1132931	1123734	1123734	1123734	1108173	1072195	15	597942	1130340	1139457	52.74	52.70	597942	597942	172720	172720	1	1	3	3	0	0	0	10	0	0	0	5 + 3 part	18662	99.718	1.002	0.00	9.64	11.18	587220	1110144	587220	587220	169323	169323	1	1	3	3
ERR5312309	413	44	0	0	0	0	264673	65906	0	0	0	0	222	4492	182716	1139457	56.07	52.70	795	-	614	-	74	-	140	-	0	0	0	0	0	0	0	1 + 5 part	4570	15.910	1.006	0.00	43.49	12.43	4492	177415	777	-	593	-	78	-	146	-
ERR5312310	339	26	0	0	0	0	205256	32645	0	0	0	0	195	2067	142759	1139457	56.23	52.70	713	-	585	-	74	-	129	-	1	1	694	0	0	0	1	3 + 2 part	3668	12.423	1.006	0.00	42.68	17.36	2067	138465	697	-	574	-	76	-	132	-
ERR5312311	536	107	2	0	0	0	453324	211617	14798	0	0	0	338	9121	368106	1139457	55.45	52.70	1180	-	720	-	82	-	184	-	1	1	1970	1	0	0	1	1 + 8 part	8771	32.048	1.008	0.00	21.87	14.02	9121	357415	1121	-	675	-	88	-	196	-
ERR5312312	671	106	0	0	0	0	485824	156924	0	0	0	0	433	3814	382575	1139457	54.80	52.70	881	-	668	-	143	-	268	-	1	1	824	1	0	0	1	6 + 3 part	8102	33.379	1.008	0.00	35.54	12.38	3814	372571	856	-	654	-	147	-	276	-
ERR5312313	305	25	0	0	0	0	190994	36203	0	0	0	0	171	2126	133693	1139457	57.17	52.70	781	-	602	-	60	-	111	-	1	1	1934	2	0	0	0	1 + 3 part	2831	11.623	1.012	0.00	44.85	15.46	2061	129415	742	-	582	-	64	-	116	-
ERR5312314	725	145	0	0	0	0	570317	240691	0	0	0	0	488	4114	468864	1139457	54.57	52.70	1028	-	674	-	139	-	283	-	1	1	523	1	0	0	2	3 + 8 part	9002	41.015	1.008	0.00	25.86	10.96	4114	457613	970	-	654	-	144	-	293	-
ERR5312315	740	95	0	0	0	0	497888	130617	0	0	0	0	467	3631	379247	1139457	55.12	52.70	811	-	618	-	161	-	297	-	2	1	3631	0	0	0	0	5 + 4 part	8057	33.160	1.006	0.00	32.52	14.36	3002	369787	784	-	606	-	168	-	307	-
ERR5312316	623	67	0	0	0	0	403458	91653	0	0	0	0	378	2873	297423	1139457	54.68	52.70	767	-	603	-	132	-	242	-	3	3	1827	0	0	0	0	3 + 4 part	6215	25.989	1.007	0.00	37.35	11.76	2515	289535	745	-	589	-	136	-	249	-
ERR5312317	753	149	0	0	0	0	573586	220118	0	0	0	0	520	4381	472648	1139457	54.75	52.70	927	-	675	-	166	-	316	-	1	1	4381	1	0	0	2	2 + 9 part	9977	41.348	1.006	0.00	39.56	13.91	3722	460769	906	-	658	-	173	-	328	-
ERR5312318	278	10	0	0	0	0	152806	12884	0	0	0	0	132	1858	89881	1139457	55.65	52.70	654	-	564	-	53	-	90	-	2	2	1385	0	0	0	0	4 + 1 part	4233	7.632	1.009	0.00	52.99	18.84	1453	85005	632	-	538	-	55	-	94	-
ERR5312319	619	146	2	0	0	0	532333	266390	10494	0	0	0	414	5334	445383	1139457	54.94	52.70	1203	-	723	-	107	-	227	-	2	2	4146	3	0	0	0	5 + 7 part	10073	38.867	1.007	0.00	22.66	16.42	5334	433536	1164	-	689	-	113	-	239	-
ERR5312320	711	98	0	0	0	0	496800	138360	0	0	0	0	483	3734	398257	1139457	54.25	52.70	827	-	633	-	166	-	305	-	2	2	1546	1	0	0	2	5 + 3 part	7554	34.822	1.008	0.00	42.84	14.45	3016	388229	796	-	617	-	172	-	314	-
ERR5312321	643	132	1	0	0	0	503960	207009	5085	0	0	0	436	5085	415460	1139457	55.18	52.70	999	-	681	-	133	-	260	-	1	1	1215	1	0	0	1	5 + 6 part	9726	36.186	1.008	0.00	35.27	14.40	5085	403910	967	-	662	-	137	-	268	-
ERR5312322	481	88	0	0	0	0	359042	132381	0	0	0	0	317	4312	288230	1139457	56.15	52.70	931	-	670	-	101	-	193	-	1	1	801	2	0	0	0	4 + 4 part	6721	24.996	1.012	0.00	30.56	17.98	4312	278565	890	-	646	-	105	-	201	-
ERR5312323	441	86	0	0	0	0	349488	135261	0	0	0	0	314	4540	295206	1139457	56.53	52.70	954	-	696	-	99	-	190	-	0	0	0	1	0	0	1	4 + 6 part	8106	25.668	1.005	0.00	29.06	18.56	4540	286115	916	-	676	-	103	-	197	-
ERR5312324	81	0	0	0	0	0	40973	0	0	0	0	0	33	920	20902	1139457	58.63	52.70	612	-	557	-	15	-	24	-	0	0	0	0	0	0	0	0 + 0 part	0	1.839	1.022	0.00	78.20	24.44	920	20464	612	-	556	-	15	-	24	-
ERR5312325	745	166	0	0	0	0	604110	264251	0	0	0	0	517	4301	504599	1139457	54.39	52.70	1050	-	710	-	155	-	305	-	3	2	5822	0	0	0	2	6 + 7 part	11097	44.181	1.004	0.00	26.24	12.41	4082	492681	1008	-	682	-	162	-	317	-
ERR5312327	215	10	0	0	0	0	120679	12049	0	0	0	0	104	1626	73042	1139457	57.69	52.70	671	-	582	-	42	-	71	-	0	0	0	0	0	0	0	0 + 1 part	626	6.414	1.015	0.00	29.43	21.02	1626	71434	660	-	576	-	42	-	71	-
ERR5312328	573	75	0	0	0	0	389401	106912	0	0	0	0	353	3486	294120	1139457	55.42	52.70	826	-	634	-	120	-	222	-	1	1	1613	0	0	0	1	3 + 4 part	6919	25.659	1.006	0.00	27.67	14.36	3211	285973	800	-	618	-	126	-	231	-
ERR5312329	508	25	0	0	0	0	293207	31892	0	0	0	0	260	2380	185982	1139457	55.03	52.70	694	-	590	-	101	-	175	-	2	2	3023	0	0	0	0	2 + 3 part	4199	16.221	1.007	0.00	42.66	11.63	1793	180757	676	-	579	-	105	-	179	-
ERR5312330	371	54	0	0	0	0	253250	73750	0	0	0	0	220	2446	187466	1139457	56.54	52.70	869	-	664	-	76	-	138	-	1	1	908	2	0	0	0	3 + 3 part	4350	16.267	1.012	0.00	28.73	17.68	2373	181426	843	-	620	-	78	-	142	-
ERR5312331	664	86	0	0	0	0	454421	123450	0	0	0	0	425	2751	351527	1139457	54.54	52.70	817	-	630	-	145	-	268	-	0	0	0	0	0	0	2	5 + 7 part	9842	30.635	1.002	0.00	27.57	15.25	2751	341429	810	-	600	-	149	-	276	-
ERR5312332	495	40	0	0	0	0	308383	53045	0	0	0	0	299	2244	223829	1139457	55.74	52.70	721	-	595	-	111	-	197	-	1	1	561	0	0	0	0	2 + 3 part	4467	19.605	1.006	0.00	38.96	13.29	2244	218319	711	-	587	-	115	-	202	-
ERR5312333	429	47	0	0	0	0	269208	59246	0	0	0	0	248	2439	191099	1139457	56.74	52.70	760	-	595	-	90	-	161	-	1	1	857	0	0	0	0	1 + 3 part	4088	16.661	1.009	0.00	60.95	19.42	2439	185737	738	-	583	-	92	-	166	-
ERR5312334	341	36	0	0	0	0	221947	48475	0	0	0	0	208	2664	164189	1139457	57.25	52.70	781	-	614	-	75	-	135	-	0	0	0	0	0	0	0	3 + 3 part	3902	14.320	1.006	0.00	29.50	24.48	2664	159498	767	-	604	-	76	-	137	-
ERR5312335	334	23	0	0	0	0	197346	30951	0	0	0	0	162	2039	123531	1139457	56.78	52.70	762	-	594	-	59	-	106	-	0	0	0	0	0	0	1	0 + 3 part	2351	10.823	1.006	0.00	39.03	16.61	2039	120731	745	-	580	-	61	-	109	-
ERR5312336	417	26	0	0	0	0	253501	33298	0	0	0	0	239	1840	176571	1139457	56.81	52.70	739	-	590	-	91	-	158	-	0	0	0	0	0	0	1	3 + 3 part	4667	15.265	1.012	0.00	32.97	18.25	1840	170241	701	-	573	-	94	-	164	-
ERR5312337	838	170	0	0	0	0	640137	241783	0	0	0	0	597	3059	536068	1139457	54.51	52.70	935	-	678	-	198	-	368	-	3	2	3721	1	0	0	0	3 + 9 part	9783	46.968	1.007	0.00	32.34	12.63	3059	524041	909	-	660	-	203	-	378	-
ERR5312338	545	39	0	0	0	0	326340	50638	0	0	0	0	290	2618	215301	1139457	55.17	52.70	722	-	593	-	109	-	191	-	1	1	1784	0	0	0	1	5 + 2 part	5002	18.720	1.010	0.00	46.57	15.84	2618	208712	710	-	580	-	111	-	196	-
ERR5312339	371	21	0	0	0	0	218426	27012	0	0	0	0	197	1962	143216	1139457	56.62	52.70	710	-	580	-	75	-	131	-	3	3	2663	0	0	0	2	2 + 3 part	3768	12.355	1.014	0.00	48.73	18.91	1560	137757	679	-	568	-	79	-	138	-
ERR5312340	799	80	0	0	0	0	514187	104259	0	0	0	0	506	2451	388278	1139457	53.72	52.70	760	-	606	-	184	-	329	-	2	1	2199	0	0	0	1	5 + 3 part	6099	34.048	1.009	0.00	36.16	11.61	2451	379842	751	-	591	-	188	-	335	-
ERR5312341	244	22	0	0	0	0	152020	29532	0	0	0	0	133	2997	104041	1139457	57.97	52.70	780	-	611	-	49	-	86	-	1	1	1383	1	0	0	0	0 + 2 part	1257	9.084	1.017	0.00	39.57	19.79	2623	101203	754	-	597	-	50	-	89	-
ERR5312342	780	125	0	0	0	0	567002	182792	0	0	0	0	532	3140	460019	1139457	54.35	52.70	858	-	651	-	177	-	331	-	1	1	3140	1	0	0	0	7 + 3 part	6529	40.479	1.007	0.00	43.51	13.76	2995	451200	848	-	638	-	179	-	336	-
ERR5312343	25	0	0	0	0	0	12314	0	0	0	0	0	8	825	5249	1139457	61.78	52.70	638	-	557	-	4	-	6	-	0	0	0	0	0	0	0	0 + 0 part	0	0.471	1.001	0.00	38.12	38.12	825	5246	635	-	557	-	4	-	6	-
ERR5312344	602	66	0	0	0	0	386288	88839	0	0	0	0	347	3853	276468	1139457	55.13	52.70	777	-	612	-	123	-	224	-	2	2	2124	0	0	0	0	2 + 8 part	10392	23.851	1.003	0.00	38.81	16.20	2871	265708	734	-	589	-	132	-	238	-
ERR5312345	514	36	0	0	0	0	314509	46626	0	0	0	0	300	2312	221528	1139457	55.84	52.70	725	-	597	-	114	-	198	-	1	1	1404	0	0	0	0	6 + 2 part	6576	19.227	1.005	0.00	42.54	12.62	1921	214132	704	-	570	-	118	-	204	-
ERR5312346	216	4	0	0	0	0	121510	4594	0	0	0	0	109	1515	75362	1139457	58.55	52.70	679	-	590	-	45	-	74	-	1	1	665	0	0	0	0	1 + 2 part	2024	6.475	1.018	0.00	52.74	16.65	1301	72108	666	-	566	-	46	-	77	-
ERR5312347	467	38	0	0	0	0	286675	52920	0	0	0	0	256	2852	196427	1139457	55.83	52.70	761	-	588	-	92	-	166	-	0	0	0	0	0	0	0	4 + 3 part	4599	17.098	1.008	0.00	47.30	16.82	2852	190537	742	-	582	-	94	-	169	-
ERR5312348	621	16	0	0	0	0	335600	18821	0	0	0	0	289	1366	193446	1139457	53.17	52.70	643	-	556	-	117	-	198	-	2	2	2171	0	0	0	0	5 + 2 part	4402	16.831	1.009	0.00	27.77	10.68	1366	187471	634	-	552	-	119	-	201	-
ERR5312349	98	1	0	0	0	0	50663	1712	0	0	0	0	42	1712	27228	1139457	59.00	52.70	629	-	545	-	18	-	30	-	1	1	653	0	0	0	0	1 + 1 part	1286	2.330	1.001	0.00	42.43	19.28	1712	25930	627	-	543	-	18	-	30	-
ERR5312350	299	22	0	0	0	0	183767	28416	0	0	0	0	164	2330	125053	1139457	57.25	52.70	772	-	612	-	63	-	108	-	1	1	1485	0	0	0	0	2 + 2 part	4187	10.749	1.011	0.00	31.77	20.90	2330	119770	749	-	586	-	66	-	114	-
ERR5312351	455	39	0	0	0	0	280647	50725	0	0	0	0	258	2119	195674	1139457	55.44	52.70	750	-	594	-	94	-	168	-	0	0	0	0	0	0	0	7 + 2 part	5996	16.885	1.010	0.00	36.19	10.65	2119	188108	738	-	575	-	96	-	171	-
ERR5312352	521	141	3	0	0	0	487011	261588	16531	0	0	0	372	5942	424058	1139457	55.91	52.70	1268	-	828	-	99	-	204	-	2	2	2759	1	0	0	1	2 + 8 part	9316	37.031	1.007	0.00	26.21	13.59	5942	412894	1201	-	789	-	104	-	215	-
ERR5312353	873	80	0	0	0	0	571032	105586	0	0	0	0	544	3758	427187	1139457	53.14	52.70	783	-	634	-	202	-	354	-	2	2	5051	0	0	0	1	4 + 2 part	4472	37.749	1.006	0.00	44.76	12.14	2373	420500	774	-	623	-	205	-	359	-
ERR5312354	652	41	0	0	0	0	397934	51338	0	0	0	0	402	2895	288564	1139457	53.07	52.70	691	-	592	-	157	-	270	-	0	0	0	0	0	0	1	3 + 3 part	3881	25.437	1.006	0.00	40.28	9.89	2082	283410	685	-	587	-	159	-	274	-
ERR5312355	664	50	0	0	0	0	407601	65220	0	0	0	0	378	2119	283167	1139457	53.26	52.70	736	-	595	-	142	-	249	-	2	2	3245	0	0	0	1	6 + 3 part	7938	24.651	1.003	0.00	48.85	8.02	2119	274548	714	-	577	-	147	-	257	-
ERR7123576	239	180	78	35	3	0	1129294	1095121	830015	527678	78244	0	219	27606	1124838	1139457	52.72	52.70	9003	8950	4980	4911	39	40	81	83	0	0	0	5	0	0	1	3 + 15 part	21771	98.669	1.005	0.00	30.97	11.29	27606	1100791	8736	8604	4504	4417	40	41	83	86
ERR7123577	934	141	0	0	0	0	654150	190584	0	0	0	0	619	3248	517215	1139457	52.38	52.70	854	-	640	-	215	-	390	-	4	4	6193	0	0	0	1	6 + 7 part	9137	45.396	1.006	0.00	51.67	10.29	3248	507107	843	-	624	-	219	-	397	-
ERR7123578	116	6	0	0	0	0	61534	7934	0	0	0	0	47	1604	31975	1139457	56.11	52.70	619	-	535	-	18	-	32	-	0	0	0	0	0	0	0	0 + 2 part	1165	2.692	1.028	0.00	33.38	30.04	1604	29992	578	-	527	-	19	-	34	-
ERR7123579	88	68	47	36	11	5	1122670	1113723	1055610	975460	558261	366712	75	104300	1119274	1139457	52.69	52.70	24674	24674	16187	15320	12	12	26	27	2	2	1894	11	0	0	1	2 + 13 part	22123	98.331	1.003	0.00	761.86	28.15	104271	1095620	23993	23993	15320	14681	12	12	27	28
ERR7123580	114	97	60	34	13	2	1120395	1113440	1011505	822593	499529	147758	103	81669	1117689	1139457	52.69	52.70	19752	19626	9861	9243	16	17	36	38	2	1	27256	12	0	0	0	3 + 8 part	21041	98.192	1.004	0.00	769.35	29.38	77139	1094028	19626	19338	9460	9197	17	18	37	39
