Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR5207031	109	18	12	12	9	5	1158078	1124848	1114469	1114469	1054069	887478	37	439164	1138417	1139457	52.68	52.78	173676	173676	35255	35255	227248.9	227041.5	2	2	9	9	0	0	0	0	0	0	0	16 + 0 part	14177	98.598	1.000	0.00	14.96	11.93	439077	1123240	173676	173676	35189	35189	227155.1	226947.8	2	2	9	9
ERR5207032	137	48	37	30	17	4	1145693	1116127	1098531	1038089	810502	336651	60	127719	1124537	1139457	52.65	52.78	39215	39215	14831	12797	47496.5	46874.6	10	10	28	29	0	0	0	0	0	0	0	10 + 1 part	10232	97.776	1.000	0.00	6.91	12.03	127719	1113975	38889	38889	14831	12797	47450.1	46828.8	10	10	28	29
ERR5207033	771	309	20	0	0	0	982695	762519	126184	0	0	0	495	9290	900028	1139457	52.78	52.78	2581	1889	837	-	2937.9	2320.6	112	166	361	-	1	1	1675	0	0	0	0	25 + 0 part	19339	77.258	1.000	0.00	17.04	12.72	9290	880308	2577	1889	819	-	2915.7	2303.0	113	166	364	-
ERR5207034	139	53	36	30	14	6	1139343	1111816	1065475	1017986	746135	459791	66	133557	1120923	1139457	52.62	52.78	43147	43147	10383	9613	49833.6	49023.1	9	9	30	31	1	1	43147	1	0	0	0	8 + 0 part	6941	97.755	1.000	0.00	8.53	11.68	133557	1113468	38670	38670	10383	8972	49513.4	48708.0	9	9	30	32
ERR5210563	400	107	53	34	10	4	1264103	1156612	1048065	909201	532608	311979	166	106155	1199177	1139457	52.50	52.78	22017	24562	3083	5618	34893.5	36722.3	13	12	62	49	1	1	24837	0	0	0	0	79 + 2 part	89209	97.247	1.000	0.00	29.78	11.91	106155	1108146	21550	22017	3040	5514	34656.9	36473.3	13	12	63	50
ERR5210564	635	298	37	7	0	0	1018924	859515	290656	85716	0	0	439	15526	959967	1139457	52.37	52.78	3293	2680	968	-	4341.4	3657.5	83	114	303	-	1	1	1281	0	0	0	0	16 + 0 part	11567	83.264	1.000	0.00	14.24	9.07	15526	948361	3293	2680	932	-	4330.8	3648.6	83	114	304	-
ERR5210565	818	323	11	0	0	0	933530	696803	67911	0	0	0	527	7955	845202	1139457	52.53	52.78	2111	1494	794	-	2411.0	1788.4	134	219	395	-	2	2	7718	0	0	0	0	13 + 0 part	9091	73.373	1.000	0.00	39.13	11.61	7955	835737	2099	1494	777	-	2393.6	1775.5	135	219	396	-
ERR5210566	1000	253	5	0	0	0	797105	441270	27159	0	0	0	559	5657	658844	1139457	52.61	52.78	1354	688	635	-	1674.9	968.4	157	408	443	-	1	1	1178	0	0	0	0	9 + 0 part	7586	57.158	1.000	0.00	25.19	10.91	5657	651016	1345	675	622	-	1661.5	960.7	158	412	448	-
ERR5210567	640	297	37	1	0	0	1015704	846629	244900	12542	0	0	447	12542	955473	1139457	52.51	52.78	3136	2477	929	-	3621.3	3036.6	98	131	311	-	0	0	0	1	0	0	0	15 + 0 part	12155	82.698	1.000	0.00	62.30	12.74	12542	942150	3136	2477	913	-	3602.2	3020.6	98	131	313	-
ERR5210568	82	14	8	8	7	4	1150485	1124689	1114713	1114713	1098147	974555	31	598587	1136222	1139457	52.66	52.78	598587	598587	43225	43225	365635.8	364597.8	1	1	6	6	0	0	0	1	0	0	0	14 + 1 part	12117	98.617	1.000	0.00	7.74	11.22	598302	1123491	598302	598302	43225	43225	365316.0	364278.8	1	1	6	6
ERR5210569	89	14	7	7	6	4	1151942	1126679	1115313	1115313	1098757	1011185	26	598695	1134583	1139457	52.68	52.78	598695	598695	44347	44347	377429.2	375814.8	1	1	5	5	0	0	0	0	0	0	0	11 + 0 part	10074	98.668	1.000	0.00	13.43	12.19	598620	1124039	598620	598620	44347	44347	377306.5	375692.6	1	1	5	5
ERR5210570	235	30	13	11	10	7	1217656	1145720	1119580	1108360	1091805	978820	70	273959	1173668	1139457	52.68	52.78	189860	189860	43225	43225	157250.9	161972.2	3	3	9	9	0	0	0	0	0	0	1	46 + 3 part	49328	98.580	1.001	0.00	8.90	11.93	273912	1123483	189860	189860	43225	43225	157130.3	161848.0	3	3	9	9
ERR5210571	922	297	2	0	0	0	846108	547233	12177	0	0	0	561	7086	737811	1139457	52.35	52.78	1582	937	694	-	1853.5	1200.2	155	321	436	-	1	1	1630	0	0	0	0	10 + 0 part	7437	64.066	1.001	0.00	17.67	9.31	7086	730081	1570	937	677	-	1842.9	1193.3	155	321	438	-
ERR5210572	69	13	7	7	6	4	1145082	1124582	1114682	1114682	1098139	1010574	28	598690	1134340	1139457	52.67	52.78	598690	598690	44364	44364	377275.7	375581.5	1	1	5	5	0	0	0	1	0	0	0	12 + 0 part	9467	98.651	1.000	0.00	7.47	11.83	598383	1123826	598383	598383	44364	44364	376934.4	375241.7	1	1	5	5
ERR5210573	1048	229	1	0	0	0	759857	389419	5006	0	0	0	529	5006	599930	1139457	52.25	52.78	1279	556	626	-	1572.6	828.0	150	472	421	-	3	3	4023	0	0	0	0	13 + 0 part	9074	51.803	1.001	0.00	19.81	11.01	5006	590539	1279	537	606	-	1556.6	819.6	151	477	425	-
ERR5210574	406	235	55	18	1	0	1074587	991630	523502	273537	25850	0	303	25850	1044250	1139457	52.65	52.78	5004	4721	1502	758	7389.9	6772.4	55	65	195	274	1	1	2538	0	0	0	0	13 + 1 part	12380	90.547	1.000	0.00	11.92	11.92	25850	1031766	5004	4721	1501	634	7374.6	6758.4	55	65	195	280
ERR5210575	179	40	21	20	14	8	1188440	1136107	1097851	1092825	995179	777079	74	172620	1159336	1139457	52.59	52.78	56326	56326	17445	20409	91797.3	93398.8	5	5	17	16	0	0	0	0	0	0	1	39 + 2 part	37761	98.278	1.000	0.00	9.29	11.61	172620	1119732	56326	56326	17406	20409	91337.7	92931.2	5	5	17	16
ERR5210576	124	40	28	22	14	4	1161140	1128430	1105607	1065051	922962	528828	62	230850	1143475	1139457	52.68	52.78	49542	49542	17786	17786	92826.7	93154.1	5	5	20	20	1	1	48084	1	0	0	0	22 + 2 part	23259	98.287	1.000	0.00	9.82	12.50	230850	1119696	49542	49542	17786	17786	92433.7	92759.6	5	5	20	20
ERR5210577	141	43	33	30	14	5	1154963	1117696	1094646	1070621	804584	480164	68	152212	1135209	1139457	52.62	52.78	43211	42053	13241	12918	59930.4	59707.0	7	8	26	27	0	0	0	1	0	0	0	20 + 1 part	16815	98.110	1.000	0.00	14.94	11.72	152212	1117926	43136	42053	13241	12918	59901.4	59678.1	7	8	26	27
ERR5210578	82	33	25	23	13	7	1136173	1117588	1099866	1085136	919584	724138	43	233503	1125199	1139457	52.68	52.78	78818	78818	16567	14867	94632.5	93448.4	5	5	18	19	0	0	0	1	0	0	0	5 + 0 part	4943	98.313	1.000	0.00	11.52	12.42	233503	1119506	78818	78818	16227	14867	94583.8	93400.3	5	5	18	19
ERR5210579	129	39	17	16	10	8	1180539	1144005	1105241	1098610	1004917	935265	66	299547	1162337	1139457	52.65	52.78	95411	95411	17748	24889	133673.0	136357.2	4	4	12	11	0	0	0	0	0	0	1	36 + 2 part	40040	98.462	1.000	0.00	8.82	12.03	299503	1121920	95411	95411	17748	24889	133601.4	136284.1	4	4	12	11
ERR5210580	670	321	31	3	0	0	994048	827933	229113	37372	0	0	461	15442	932278	1139457	52.67	52.78	2625	2098	966	-	3639.9	2978.1	101	145	333	-	1	1	8007	0	0	0	0	18 + 1 part	19094	80.141	1.000	0.00	22.12	10.29	15442	913091	2622	2089	932	-	3578.3	2927.7	102	147	338	-
ERR5210581	308	55	9	9	7	5	1290364	1190070	1119783	1119783	1082065	991297	121	598736	1236218	1139457	52.57	52.78	105272	598736	16555	47568	325603.1	353252.8	2	1	9	6	0	0	0	1	0	0	0	101 + 3 part	110761	98.652	1.000	0.00	8.36	12.28	598454	1123925	105272	598454	16226	47568	325204.1	352819.9	2	1	9	6
ERR5210582	254	46	14	14	12	8	1238942	1159585	1113428	1113428	1073194	915252	95	149725	1193326	1139457	52.63	52.78	123444	123444	23678	35908	101148.5	105930.4	5	5	13	11	0	0	0	0	0	0	0	71 + 2 part	70248	98.530	1.000	0.00	7.66	11.40	149725	1122479	123444	123444	23678	35908	101005.7	105780.8	5	5	13	11
ERR5210583	24	14	10	9	8	5	1123259	1119559	1111329	1106228	1094202	971129	16	299687	1120986	1139457	52.71	52.78	299544	299544	44251	43122	210741.1	207324.9	2	2	6	7	1	1	299544	0	0	0	0	1 + 0 part	732	98.189	1.000	0.00	119.09	18.06	299468	1118462	297719	297719	44251	43122	209168.0	205777.3	2	2	6	7
ERR5210584	25	12	10	10	9	6	1122198	1115783	1111031	1111031	1095670	972546	19	298112	1120329	1139457	52.71	52.78	160175	160175	44249	43125	170237.6	167379.9	3	3	7	8	0	0	0	0	0	0	0	1 + 0 part	528	98.287	1.000	0.00	8.13	10.27	297959	1119648	160175	160175	44249	43125	170156.0	167299.6	3	3	7	8
ERR5312309	587	35	0	0	0	0	242322	55408	0	0	0	0	126	4292	116307	1139457	56.71	52.78	982	-	554	-	1247.9	127.4	38	-	104	-	0	0	0	0	0	0	0	21 + 1 part	20626	8.392	1.000	0.00	21.96	16.73	4292	95613	805	-	-	-	1054.9	107.7	43	-	-	-
ERR5312310	481	14	0	0	0	0	178694	19001	0	0	0	0	90	1970	70252	1139457	56.83	52.78	743	-	550	-	898.6	55.4	33	-	77	-	1	1	1106	0	0	0	0	11 + 1 part	10421	5.252	1.000	0.00	66.86	18.39	1866	59830	685	-	-	-	721.7	44.5	37	-	-	-
ERR5312311	625	92	3	0	0	0	387808	185167	19909	0	0	0	211	8921	266094	1139457	55.94	52.78	1523	-	624	-	2103.3	491.2	50	-	163	-	1	1	1679	2	0	0	0	13 + 1 part	12650	22.206	1.001	0.00	20.94	15.81	8921	253066	1484	-	561	-	2045.4	477.7	51	-	173	-
ERR5312312	777	79	0	0	0	0	398512	118703	0	0	0	0	267	3614	247689	1139457	55.49	52.78	971	-	562	-	1174.6	255.3	85	-	221	-	2	2	4117	0	0	0	0	12 + 1 part	11752	20.694	1.000	0.00	21.21	16.12	3614	235786	962	-	532	-	1109.4	241.2	87	-	231	-
ERR5312313	439	19	0	0	0	0	171837	27823	0	0	0	0	92	2417	77354	1139457	58.61	52.78	800	-	558	-	1013.4	68.8	31	-	78	-	1	1	1734	0	0	0	0	16 + 0 part	12680	5.677	1.000	0.00	54.12	29.38	1926	64670	751	-	-	-	830.2	56.4	35	-	-	-
ERR5312314	800	113	0	0	0	0	468365	192370	0	0	0	0	293	4121	318241	1139457	55.16	52.78	1198	-	602	-	1458.6	407.4	83	-	235	-	0	0	0	0	0	0	0	7 + 0 part	5520	27.452	1.000	0.00	20.47	14.07	4121	312716	1194	-	576	-	1443.8	403.2	83	-	238	-
ERR5312315	845	58	0	0	0	0	398855	86377	0	0	0	0	243	2807	215064	1139457	56.11	52.78	873	-	566	-	1085.9	205.0	81	-	203	-	1	1	2735	0	0	0	0	15 + 2 part	16972	17.388	1.000	0.00	18.17	13.63	2807	198083	826	-	516	-	976.9	184.4	87	-	219	-
ERR5312316	770	52	0	0	0	0	348462	75477	0	0	0	0	215	3050	188331	1139457	55.19	52.78	917	-	546	-	1064.2	175.9	72	-	180	-	1	1	760	0	0	0	0	37 + 2 part	41534	12.838	1.001	0.00	28.70	13.67	2673	146335	710	-	-	-	768.8	127.1	88	-	-	-
ERR5312317	874	103	0	0	0	0	477460	152967	0	0	0	0	335	4068	313023	1139457	55.61	52.78	988	-	573	-	1181.6	324.6	107	-	276	-	1	1	4002	0	0	0	0	24 + 0 part	19759	25.637	1.000	0.00	32.53	18.83	4068	292034	956	-	519	-	1093.3	300.3	110	-	291	-
ERR5312318	423	16	0	0	0	0	153145	21691	0	0	0	0	72	1952	59356	1139457	54.71	52.78	867	-	541	-	957.7	49.9	25	-	61	-	0	0	0	0	0	0	1	26 + 2 part	27547	2.723	1.003	0.00	112.48	12.86	1658	31116	508	-	-	-	414.8	21.6	41	-	-	-
ERR5312319	737	125	1	0	0	0	464547	220933	5134	0	0	0	278	5134	327605	1139457	55.57	52.78	1370	-	617	-	1666.0	479.0	76	-	220	-	1	1	2716	0	0	0	0	27 + 3 part	25698	26.437	1.000	0.00	21.25	15.27	5134	301238	1328	-	524	-	1573.8	452.5	77	-	238	-
ERR5312320	877	75	0	0	0	0	419149	103630	0	0	0	0	275	3541	239899	1139457	55.19	52.78	912	-	559	-	1074.3	226.2	93	-	230	-	1	1	627	0	0	0	0	20 + 1 part	19366	19.279	1.001	0.00	24.57	15.47	3429	219768	830	-	509	-	984.1	207.2	97	-	246	-
ERR5312321	849	107	0	0	0	0	459540	170086	0	0	0	0	285	4885	294432	1139457	55.48	52.78	1126	-	612	-	1393.0	359.9	86	-	231	-	1	1	1661	0	0	0	0	37 + 1 part	39986	22.322	1.000	0.00	30.28	17.70	4885	254275	1003	-	-	-	1213.9	313.7	93	-	-	-
ERR5312322	637	72	0	0	0	0	311575	103842	0	0	0	0	195	3198	189080	1139457	56.63	52.78	1051	-	591	-	1193.5	198.0	63	-	161	-	1	1	1370	0	0	0	0	14 + 1 part	13454	15.383	1.000	0.00	23.40	20.54	3198	175240	992	-	518	-	1110.5	184.3	66	-	171	-
ERR5312323	526	61	0	0	0	0	300843	101680	0	0	0	0	211	4340	204477	1139457	57.34	52.78	995	-	565	-	1325.7	237.9	62	-	173	-	1	1	4091	0	0	0	0	13 + 0 part	11682	16.930	1.000	0.00	24.38	22.31	4340	192777	953	-	527	-	1226.0	220.0	65	-	183	-
ERR5312324	195	2	0	0	0	0	57644	2311	0	0	0	0	25	1223	16783	1139457	58.76	52.78	633	-	528	-	719.4	10.6	11	-	22	-	0	0	0	0	0	0	0	13 + 0 part	9858	0.563	1.000	0.00	31.18	31.18	720	6415	-	-	-	-	219.4	3.2	-	-	-	-
ERR5312325	845	128	0	0	0	0	502056	206725	0	0	0	0	329	4101	346598	1139457	54.90	52.78	1143	-	595	-	1419.1	431.7	97	-	266	-	2	2	5032	0	0	0	0	12 + 1 part	12299	29.342	1.000	0.00	23.63	16.15	4101	334289	1085	-	568	-	1367.6	416.0	99	-	277	-
ERR5312327	389	24	0	0	0	0	153729	33902	0	0	0	0	68	3092	65237	1139457	54.89	52.78	1012	-	563	-	1188.3	68.0	23	-	56	-	0	0	0	0	0	0	0	34 + 4 part	42774	1.956	1.008	0.00	89.04	17.81	1426	22463	-	-	-	-	276.2	15.8	-	-	-	-
ERR5312328	775	67	0	0	0	0	356286	97637	0	0	0	0	216	3293	199489	1139457	55.85	52.78	992	-	554	-	1147.9	201.0	70	-	179	-	1	1	1412	0	0	0	0	38 + 3 part	44920	13.551	1.001	0.00	24.60	20.06	3293	154498	739	-	-	-	846.9	148.3	85	-	-	-
ERR5312329	645	19	0	0	0	0	244795	25598	0	0	0	0	122	2571	94151	1139457	56.18	52.78	785	-	542	-	893.9	73.9	44	-	104	-	0	0	0	0	0	0	0	20 + 0 part	19883	6.520	1.000	0.00	45.78	21.54	1697	74266	632	-	-	-	634.0	52.4	54	-	-	-
ERR5312330	496	44	0	0	0	0	217503	57731	0	0	0	0	140	2246	123746	1139457	57.37	52.78	974	-	578	-	1026.4	111.5	49	-	117	-	0	0	0	0	0	0	0	9 + 0 part	8245	10.139	1.000	0.00	12.12	23.38	2246	115501	891	-	519	-	956.1	103.8	50	-	123	-
ERR5312331	766	65	0	0	0	0	369835	95884	0	0	0	0	248	2877	219095	1139457	54.94	52.78	918	-	558	-	1097.9	211.1	80	-	207	-	0	0	0	0	0	0	0	18 + 3 part	24004	17.113	1.001	0.00	16.92	14.87	2877	195080	787	-	-	-	941.6	181.1	89	-	-	-
ERR5312332	691	42	0	0	0	0	295751	61355	0	0	0	0	166	4096	146539	1139457	54.99	52.78	910	-	557	-	1115.3	143.4	55	-	139	-	1	1	1467	0	0	0	0	48 + 2 part	54489	8.072	1.001	0.00	44.55	24.99	2039	92041	623	-	-	-	563.7	72.5	83	-	-	-
ERR5312333	534	37	0	0	0	0	235168	49343	0	0	0	0	134	2239	117349	1139457	55.66	52.78	911	-	564	-	1008.9	103.9	47	-	113	-	0	0	0	0	0	0	1	26 + 2 part	31002	7.569	1.001	0.00	45.18	17.38	2239	86320	690	-	-	-	673.6	69.4	60	-	-	-
ERR5312334	515	27	0	0	0	0	214878	37075	0	0	0	0	130	2464	107032	1139457	58.13	52.78	849	-	543	-	977.2	91.8	45	-	110	-	0	0	0	0	0	0	0	24 + 1 part	23070	7.369	1.000	0.00	47.64	35.73	2464	83960	681	-	-	-	742.7	69.8	53	-	-	-
ERR5312335	434	16	0	0	0	0	163586	20909	0	0	0	0	84	1839	68897	1139457	57.93	52.78	836	-	569	-	922.5	55.8	31	-	72	-	2	2	2331	0	0	0	0	13 + 1 part	12182	4.979	1.000	0.00	35.26	17.63	1839	56715	705	-	-	-	732.1	44.3	35	-	-	-
ERR5312336	574	19	0	0	0	0	215995	23179	0	0	0	0	120	1640	91140	1139457	57.79	52.78	760	-	549	-	834.2	66.7	46	-	103	-	0	0	0	0	0	0	0	17 + 0 part	12435	6.824	1.000	0.00	32.16	23.16	1640	77733	701	-	-	-	717.3	57.4	49	-	-	-
ERR5312337	922	129	0	0	0	0	523163	180536	0	0	0	0	378	2859	354024	1139457	55.11	52.78	1013	-	581	-	1119.9	347.9	126	-	312	-	0	0	0	0	0	0	0	13 + 1 part	11912	29.990	1.000	0.00	29.56	15.51	2859	341712	999	-	551	-	1086.1	337.4	127	-	320	-
ERR5312338	683	21	0	0	0	0	251517	27705	0	0	0	0	131	2418	100285	1139457	56.17	52.78	752	-	536	-	884.9	77.9	48	-	112	-	0	0	0	0	0	0	0	6 + 1 part	6643	8.217	1.000	0.00	53.42	24.57	2418	93594	711	-	509	-	806.9	71.0	50	-	118	-
ERR5312339	501	14	0	0	0	0	182989	18926	0	0	0	0	88	2247	68965	1139457	56.75	52.78	765	-	542	-	901.4	54.6	33	-	75	-	0	0	0	0	0	0	0	13 + 0 part	11174	5.061	1.000	0.00	34.68	29.48	2247	57667	716	-	-	-	727.6	44.0	36	-	-	-
ERR5312340	966	44	0	0	0	0	422706	59395	0	0	0	0	265	2251	211014	1139457	54.14	52.78	804	-	548	-	912.8	169.0	97	-	225	-	1	1	2044	0	0	0	0	29 + 3 part	27150	16.037	1.001	0.00	28.43	15.31	2251	182920	743	-	-	-	773.3	143.2	104	-	-	-
ERR5312341	437	23	0	0	0	0	173431	32392	0	0	0	0	104	2797	86057	1139457	57.00	52.78	834	-	551	-	1004.5	75.9	35	-	88	-	0	0	0	0	0	0	1	34 + 2 part	32585	4.619	1.004	0.00	62.48	17.04	2797	52813	580	-	-	-	582.9	44.0	50	-	-	-
ERR5312342	982	91	0	0	0	0	469820	130966	0	0	0	0	308	2833	277190	1139457	55.18	52.78	955	-	564	-	1110.7	270.2	99	-	256	-	2	2	3422	0	0	0	0	15 + 0 part	11800	23.241	1.001	0.00	39.26	14.34	2833	264924	910	-	533	-	1064.3	258.9	102	-	265	-
ERR5312343	111	5	0	0	0	0	41183	8496	0	0	0	0	19	2448	17593	1139457	56.18	52.78	888	-	556	-	1215.0	18.8	6	-	16	-	0	0	0	0	0	0	0	14 + 2 part	15643	0.171	1.000	0.00	153.85	0.00	625	1950	-	-	-	-	59.7	0.9	-	-	-	-
ERR5312344	776	40	0	0	0	0	317834	58299	0	0	0	0	181	2671	154489	1139457	56.06	52.78	855	-	548	-	1039.3	140.9	61	-	152	-	1	1	1042	0	0	0	0	13 + 0 part	15855	12.169	1.000	0.00	41.12	18.03	2671	138630	798	-	-	-	874.3	118.5	69	-	-	-
ERR5312345	674	20	0	0	0	0	256089	27933	0	0	0	0	142	2816	108758	1139457	56.94	52.78	732	-	537	-	899.4	85.8	52	-	121	-	1	1	1204	0	0	0	0	11 + 1 part	10538	8.569	1.001	0.00	73.69	28.66	2683	97713	686	-	-	-	774.2	73.9	57	-	-	-
ERR5312346	301	1	0	0	0	0	102109	1315	0	0	0	0	50	1315	32978	1139457	60.32	52.78	661	-	510	-	692.8	20.1	21	-	44	-	0	0	0	0	0	0	0	9 + 0 part	6110	2.358	1.000	0.00	18.61	3.72	1315	26862	626	-	-	-	561.4	16.2	22	-	-	-
ERR5312347	619	30	0	0	0	0	238258	40977	0	0	0	0	131	2652	106573	1139457	56.22	52.78	813	-	548	-	970.7	90.8	45	-	111	-	1	1	580	0	0	0	0	12 + 1 part	12275	8.273	1.000	0.00	38.20	19.10	2652	94242	703	-	-	-	846.8	79.2	49	-	-	-
ERR5312348	725	11	0	0	0	0	253983	15158	0	0	0	0	109	2654	79309	1139457	53.43	52.78	695	-	538	-	844.4	58.8	42	-	94	-	1	1	905	0	0	0	0	19 + 0 part	17160	5.400	1.000	0.00	76.42	29.27	1193	61505	614	-	-	-	564.2	39.3	51	-	-	-
ERR5312349	220	6	0	0	0	0	71189	9290	0	0	0	0	21	2690	18830	1139457	59.90	52.78	834	-	568	-	1185.6	19.6	7	-	18	-	0	0	0	0	0	0	0	11 + 1 part	12294	0.574	1.000	0.00	45.90	15.30	1512	6536	-	-	-	-	285.8	4.7	-	-	-	-
ERR5312350	466	15	0	0	0	0	174383	19092	0	0	0	0	99	2130	75528	1139457	56.40	52.78	769	-	553	-	864.0	57.3	37	-	85	-	1	1	1382	0	0	0	0	23 + 0 part	19208	4.896	1.000	0.00	44.82	16.13	2130	55780	613	-	-	-	620.2	41.1	44	-	-	-
ERR5312351	677	30	0	0	0	0	264417	42993	0	0	0	0	142	2664	120254	1139457	55.82	52.78	833	-	559	-	1016.0	107.2	49	-	120	-	0	0	0	0	0	0	0	28 + 2 part	31491	7.730	1.002	0.00	29.47	13.60	1919	88226	679	-	-	-	660.1	69.7	63	-	-	-
ERR5312352	855	138	1	0	0	0	521583	243749	5290	0	0	0	320	5290	374393	1139457	56.15	52.78	1283	-	649	-	1678.7	551.6	89	-	255	-	1	1	4440	0	0	0	0	66 + 3 part	70336	26.611	1.001	0.00	21.76	15.83	5290	303297	1089	-	-	-	1417.1	465.6	96	-	-	-
ERR5312353	979	44	0	0	0	0	437483	59524	0	0	0	0	300	3558	233665	1139457	53.76	52.78	770	-	549	-	909.7	186.5	112	-	256	-	2	2	4651	0	0	0	0	15 + 0 part	10898	19.507	1.000	0.00	34.65	15.30	2405	222236	759	-	526	-	845.6	173.4	115	-	263	-
ERR5312354	1076	65	0	0	0	0	456676	91106	0	0	0	0	251	2770	217257	1139457	53.50	52.78	895	-	556	-	1031.9	196.7	84	-	210	-	0	0	0	0	0	0	1	112 + 6 part	121332	7.909	1.015	0.00	75.47	20.78	2327	91423	-	-	-	-	331.1	63.1	-	-	-	-
ERR5312355	961	45	0	0	0	0	393621	62981	0	0	0	0	225	2980	184385	1139457	52.04	52.78	820	-	547	-	969.3	156.8	79	-	190	-	0	0	0	0	0	0	1	81 + 2 part	78691	9.271	1.000	0.00	45.46	10.42	1633	105596	548	-	-	-	471.8	76.4	118	-	-	-
ERR7123576	539	202	76	29	4	0	1214868	1093921	793434	445434	108029	0	278	29804	1145936	1139457	52.49	52.78	8361	8366	1649	1692	9854.4	9910.4	44	43	155	152	2	2	26696	1	0	0	0	67 + 2 part	73749	94.010	1.000	0.00	38.19	13.72	29804	1071101	8361	8366	1343	1393	9473.3	9527.2	45	44	162	158
ERR7123577	1035	74	0	0	0	0	494420	102380	0	0	0	0	335	3048	284340	1139457	52.33	52.78	861	-	561	-	1004.8	250.7	117	-	282	-	1	1	2697	0	0	0	0	6 + 0 part	3941	24.596	1.000	0.00	31.76	11.06	3048	280225	855	-	555	-	982.3	245.1	118	-	284	-
ERR7123578	252	4	0	0	0	0	74828	4862	0	0	0	0	24	1404	18561	1139457	57.18	52.78	801	-	557	-	845.9	13.8	10	-	21	-	0	0	0	0	0	0	0	15 + 0 part	10595	0.699	1.001	0.00	12.55	25.11	1404	7966	-	-	-	-	428.9	7.0	-	-	-	-
ERR7123579	502	75	52	35	16	3	1216646	1105710	1047182	922815	613039	185720	105	72427	1125715	1139457	52.76	52.78	25758	25758	6133	6084	29154.9	28803.2	15	15	47	49	1	1	31237	0	0	0	0	33 + 1 part	25991	96.453	1.000	0.00	780.17	34.58	72427	1098860	25758	25758	6118	5878	29096.9	28746.0	15	15	47	49
ERR7123580	412	91	55	32	11	3	1183778	1098566	998555	835361	493552	198152	114	81470	1114921	1139457	52.73	52.78	21253	20893	4943	4228	28914.7	28292.1	14	15	56	61	1	1	18159	0	0	0	0	21 + 2 part	20493	96.045	1.000	0.00	786.51	35.83	81453	1094068	21253	20893	4914	4031	28839.7	28218.7	14	15	57	62
ERR7123581	66	16	11	10	8	5	1134412	1117852	1106137	1099156	1064164	944823	24	450252	1123306	1139457	52.68	52.78	171834	171834	39098	39098	244306.4	240843.5	2	2	7	7	0	0	0	2	0	0	0	9 + 2 part	15484	97.222	1.000	0.00	786.19	36.57	449252	1107491	171828	171828	39098	39098	243417.9	239967.7	2	2	7	7
ERR7123582	75	20	11	10	9	6	1139210	1119738	1102734	1097001	1084920	967555	31	327049	1127092	1139457	52.65	52.78	147552	147552	43203	43203	176951.7	175031.5	3	3	8	8	0	0	0	1	0	0	1	16 + 2 part	18082	97.315	1.000	0.00	783.86	36.08	326436	1108623	147549	147549	43196	43196	176524.1	174608.5	3	3	8	8
ERR7123583	1025	326	13	0	0	0	1001289	731729	84152	0	0	0	518	8867	868317	1139457	52.62	52.78	2093	1601	803	-	2632.8	2006.3	126	199	381	-	0	0	0	0	0	0	0	25 + 2 part	20416	74.345	1.000	0.00	752.56	30.81	8867	847108	2071	1578	766	-	2606.6	1986.3	126	200	386	-
ERR7123584	3329	31	17	16	13	6	1958825	1133793	1112433	1106989	1047914	751529	79	229318	1165272	1139457	52.91	52.78	101770	101770	24987	31277	108429.8	110886.3	4	4	14	13	0	0	0	0	0	0	0	53 + 0 part	42930	98.497	1.000	0.00	13.28	12.12	229318	1121855	101640	101640	24987	31277	108360.7	110815.7	4	4	14	13
ERR7123585	294	140	71	27	5	2	1128272	1069475	874080	550942	225334	122252	175	71002	1095291	1139457	52.72	52.78	10111	9725	3271	2371	17830.6	17139.5	27	29	98	112	1	1	15712	0	0	0	0	20 + 1 part	18676	94.425	1.000	0.00	768.70	31.89	71002	1075580	9911	9703	3141	2180	17682.0	16996.6	28	30	100	115
ERR7123586	185	51	35	28	18	6	1150612	1107467	1063326	1007641	841284	417179	68	83324	1119717	1139457	52.74	52.78	39105	39105	9347	8762	43363.0	42611.8	10	10	29	30	0	0	0	0	0	0	0	16 + 3 part	16414	96.800	1.000	0.00	783.45	35.00	83288	1102943	39050	39050	9347	8693	43212.4	42463.8	10	10	29	31
ERR7123587	434	252	57	16	0	0	1060737	973907	489488	209209	0	0	328	17945	1029789	1139457	52.59	52.78	4752	4223	1426	521	6105.4	5517.8	63	75	213	320	2	2	19013	1	0	0	0	19 + 1 part	16400	88.787	1.000	0.00	744.92	31.83	17945	1011648	4604	4208	1372	-	5984.0	5408.1	64	77	217	-
